FATTY COON AT HOME	ふとっちょあらいぐまの家
He jumped back	彼は、後ろに飛びすざりました
--as well as he could, in the water	――水の中で、できるかぎりそうしました
--and tried to swim away.	――そして、泳いで逃げようとしました。
His mouth hurt;	口の中をけがしました。
but he plunged and pulled just the same,	それでもひるまずに、変わらない強さで、水の中にもぐったり、後ろに引いたりしました。
and jerked his head and squirmed and wriggled and twisted.	頭をぐいぐい引っぱったり、もがいたり、身をよじったり、のたうったりしました。
And just as Fatty had almost given up hope of getting free, the gay-colored bug, or fly, or whatever it was, flew out of his mouth	もう逃げられないと、ほとんどあきらめかけた、まさにそのとき、派手な色のカブトムシだか、ハエだか、とにかくなんだかが、ふとっちょの口の中から飛び出しました。
and took the line with it.	それと一緒に、糸もどこかに飛んでいきました。
At least, that was what Fatty Coon thought.	少なくとも、ふとっちょあらいぐまはそう思いました。
And he swam quickly to the bank and scampered into the bushes.	ふとっちょは急いで川岸まで泳ぎ、やぶの中に逃げ込みました。
Now, this was what really happened.	4 さて、これは本当に起こったできごとでした。
Farmer Green had come up the brook to catch trout.	農夫のグリーンは、マスを取りに小川にやって来ました。
On the end of his fish-line he had tied a make-believe fly,	グリーンは、つり糸の先に、ぎじ餌を結んでおきました。
with a hook hidden under its red and yellow wings.	赤と黄色の羽根のうら側に、つり針が隠されているものです。
He had stolen along the brook very quietly,	彼は、小川の流れにそって、とても静かにぎじ餌を動かしました。
so that he wouldn't frighten the fish.	魚をおどろかせないためです。
And he had made so little noise that Fatty Coon never heard him at all.	とても少ししか物音を立てなかったので、ふとっちょあらいぐまは、グリーンにまったく気づきませんでした。
Farmer Green had not seen Fatty,	農夫のグリーンには、ふとっちょの姿が見えませんでした。
crouched as he was among the stones.	ふとっちょは、岩のあいだでかがんでいましたから。
And when Fatty reached out and grabbed the make-believe fly Farmer Green was even more surprised at what happened than Fatty himself.	ふとっちょがぎじ餌に手を伸ばしてつかみ取ったとき、農夫のグリーンは、ふとっちょ自身よりもなおいっそう、このできごとにおどろきました。
If the fish-hook hadn't worked loose from Fatty's mouth Farmer Green would have caught the queerest fish anybody ever caught, almost.	ふとっちょの口からつり針が外れなければ、農夫のグリーンはもうちょっとで、これまでだれ一人つったことのないような、奇妙な魚をつり上げるところでした。
Something seemed to amuse Farmer Green, as he watched Fatty dive into the bushes;	5 農夫のグリーンは、ふとっちょがやぶの中に逃げ込むのをながめながら、ひどくおもしろがっているようでした。
and he laughed loud and long.	彼は、長いこと大声でげらげら笑っていました。
But Fatty Coon didn't laugh at all.	でも、ふとっちょあらいぐまは、ちっとも笑いませんでした。
His mouth was too sore; and he was too frightened.	口の中があまりにもひどく痛んでいたし、ひどくおびえてもいたのです。
But he was very, very glad	でも、とてもとても、よろこんでもいました。
that the strange bug had flown away.	おかしなカブトムシが、どこかに飛んでいってくれたのですから。
FATTY AND THE GREEN CORN	ふとっちょとグリーン農場のとうもろこし
It was mid-summer when Fatty Coon had what he then believed to be the finest time in all his life.	1 その夏のさかり、ふとっちょあらいぐまは、一生のうちでいちばん素晴らしい時をすごしていると信じていました。
