A DOG OF FLANDERS	フランダースの犬
that Jehan Daas himself, when the summer came and he was better again, had no need to stir out, but could sit in the doorway in the sun and see them go forth through the garden wicket, and then doze and dream and pray a little, and then awake again as the clock tolled three and watch for their return.	そして、夏が来て、ジェハンじいさんが再びよくなったときも、ジェハンじいさんは外に出かける必要はなく、朝は小屋の戸口に座って中庭の戸口から二人が出かけるのを見送り、ちょっと昼寝して夢を見て、少しお祈りをして、そして３時になるとまた目を覚まして二人が帰ってくるのを待つのでした。
And on their return Patrasche would shake himself free of his harness with a bay of glee, and Nello would recount with pride the doings of the day;	そして、家に帰り着くと、パトラッシュは喜びの雄たけびをあげながら引き綱を振りほどきますし、ネロは誇らしげにその日のできことをジェハンじいさんに話したのでした。
and they would all go in together to their meal of rye bread and milk or soup, and would see the shadows lengthen over the great plain, and see the twilight veil the fair cathedral spire;	そして、みんないっしょに、ライ麦パンとミルクかスープのごはんを食べ、大草原に長く伸びる影を眺めたり、美しい大聖堂の尖塔にかかるたそがれのとばりを眺めたりします。
and then lie down together to sleep peacefully while the old man said a prayer.	それから、老人がお祈りをとなえ、みんなで一緒に横になってぐっすり眠ったのです。
So the days and the years went on,	このように月日が過ぎてゆきました。
and the lives of Nello and Patrasche were happy, innocent, and healthful.	ネロとパトラッシュの過ごした人生は、幸せに満ち、清らかで、健やかなものでした。
In the spring and summer especially were they glad.	とりわけ、春と夏は楽しい季節でした。
Flanders is not a lovely land,	フランダースは美しい土地ではありません。
and around the burg of Rubens it is perhaps least lovely of all.	中でも、ルーベンスで有名な、アントワープのあたりは、おそらく一番美しくなかったでしょう。
Corn and colza, pasture and plough, succeed each other on the characterless plain	トウモロコシ畑とナタネ畑、牧場と畑が、特徴のない平野に互い違いに広がっていました。
in wearying repetition,	そして、それがいやというほど繰り返されていたのでした。
and, save by some gaunt gray tower, with its peal of pathetic bells, or some figure coming athwart the fields, made picturesque by a gleaner's bundle or a woodman's fagot, there is no change, no variety, no beauty anywhere;	平野にぽつぽつと立っている荒涼とした灰色の塔の、感傷的な鐘の音の響きがなければ、あるいは、落ち穂拾いの束やたきぎの束を抱えた人が何人か荒野を横切り、絵のような趣を添えなければ、どこも変わりばえせず、単調で、美しくもありませんでした。
