I'm with the Gilfoil Corporation.	私はギルフォイル会社の者です。
B: It's nice to meet you, Ms. Todd.	B: トッドさん、お目にかかれて嬉しいです。
A: It's my pleasure, but please call me Jenny.	A: こちらもうれしいですが、ジェニーと呼んでください。
B: OK, Jenny.	B: はい、ジェニーさん。
And I'm Kyoko.	私は京子です。
Lost Baggage	G. 荷物の紛失
My suitcase didn't come out.	私のスーツケースが出てきませんでした。
Who do I see about that?	こういう場合は、誰に会えばよいでしょうか。
My bag didn't come out on the conveyer belt.	私の荷物はコンベアーベルトに乗って出てきませんでした。
Could I see your baggage tag?	荷物の預かり証を拝見できますか。
Do you have a baggage tag?	荷物の預かり証をお持ちですか。
Your bag was left behind in Los Angeles.	あなたの荷物はロサンゼルスに残っています。
It'll be coming in on the afternoon flight.	それは午後の便で来ます。
Which of these does your bag look most like?	あなたのバッグはこの中でどれに最も似ていますか。
What color is your bag?	バッグの色は何ですか。
It's black.	黒です。
Does your bag have a tag with your name and address?	あなたのバッグは住所と氏名の書いた札がついていますか。
I'm staying at the Hanover Hotel.	ハノーバーホテルに泊まっています。
We'll have your bag delivered there in the morning.	午前中にあなたのバッグをそこへお届けします。
A: I was on UA Flight 812, but my bag didn't come out on the   conveyer belt.	A: 私はユナイテッド航空８１２便に乗っていましたが、バッグがコンベアベルトに出てきませんでした。
B: Could I see your baggage tag?	B: 荷物の預かり証を見せていただけますか。
A: Just a minute.	A: ちょっと待ってください。
Here it is.	はい、これです。
B: Let me check on it.	B: 調べてみましょう。
(pause)  Your bag was left behind in San Francisco.	（しばらくして）あなたのバッグはサンフランシスコに残っています。
It will be coming in on the next flight, which is tomorrow morning.	次の便で来ます。
Where are you staying?	明日の朝になりますが、どちらにお泊まりですか。
A: I'm staying at 2111 Fairfield.	A: フェアフィールド街2111番に泊まっています。
B: We'll have your bag delivered there in the morning.	B: あなたのバッグを午前中に配達させます。
From the Airport to the City	3. 空港から町へ
Inquiring about Transportation	A. 乗り物を探す
What's the best way to get downtown from here?	ここからダウンタウンへ行く最善の方法は何ですか。
What's the cheapest way to get to the Westin?	ウエスティンに行く最も安価な方法は何ですか。
There's an airport limousine that makes several stops downtown.	ダウンタウンに数カ所止まる空港バスがあります。
I think the shuttle stops at your hotel.	シャトルバスがあなたのホテルに止まると思います。
How much does the airport limousine cost?	空港バスはいくらですか。
Some of the hotels have pick-up services.	ホテルには空港の出迎えサービスをしている所もあります。
Where can I get tickets?	どこで切符を買えますか。
You can also rent a private limousine with a driver.	運転手つきのリムジンを借りきることもできます。
Does the airport limousine stop near the Astin Hotel?	空港バスはアスティンホテルの近くに止まりますか。
Is there a bus downtown?	ダウンタウンに行くバスはありますか。
A: What's the best way to get to the city from here?	A: ここから町へ行く最善の方法は何ですか。
B: You can take a taxi--that costs about $40.	B: タクシーで約40ドルです。
There is an airport shuttle that makes several stops downtown.	空港のシャトルバスはダウンタウンで数カ所止まります。
A: How much does the airport shuttle cost?	A: シャトルバスはいくらですか。
B: It costs $12 one way or $20 round trip.	B: 片道が12ドルで、往復が20ドルです。
Sharing a Taxi	B. タクシーの相乗り
Where are you going?	どこへ行きますか。
To the Waterford Hotel.	ウォーターフォードホテルです。
Is that downtown?	ダウンタウンですか。
Is that near the Arnette Hotel?	アーネットホテルの近くですか。
It's about four blocks from the Arnette.	それはアーネットから４ブロック離れた所です。
I'm going downtown, too.	私もダウンタウンへ行きます。
Do you think we could share a taxi?	タクシーに相乗りしましょうか。
Shall we share a taxi and split the fare?	タクシーに相乗りして、割り勘にしましょうか。
That sounds like a good idea.	よい考えですね。
I'm not sure if those hotels are close together--let's ask the taxi driver.	それらのホテルが近くにあるかどうかよく分かりません。
We'd like to go to the Waterford Hotel first and then the Arnette.	私たちはまずウォーターフォードホテルへ行って、それからアーネットへ行きたいのですが。
A: Are you taking a cab?	A: タクシーに乗りますか。
B: Yes, I'm going to the Boyington Hotel.	B: はい、ボイントンホテルへ行きます。
A: That's near the Elroy House, where I'm going.	A: それは私の行くエルロイハウスの近くです。
Shall we share a cab and split the fare?	タクシーに相乗りして、割り勘で行きましょうか。
B: That sounds like a good idea.	B: いい考えですね。
Purchasing Tickets for the Airport Bus	C. 空港バスの切符を買う
Is this where I get tickets for the downtown shuttle?	ダウンタウン行きのシャトルバスの切符を買うのはここですか。
Does the shuttle stop at the Howard Inn?	シャトルバスはホワードインに止まりますか。
No, it doesn't, but it stops at the Holt House, which is nearby.	いいえ、止まりませんが、近くのホルトハウスに止まります。
How much does the airport limousine cost? How much is the airport limousine?	空港バスはいくらですか。
If we buy a round trip ticket today, how do we arrange for the return trip?	もし、今日往復の切符を買ったら、帰りはどのようにしてバスに乗りますか。
Just call this number on the return ticket the night before and make a reservation.	帰る日の前の晩にこの帰りの切符にある電話番号に電話して予約してください。
When is the next shuttle?	次のシャトルバスはいつですか。
Where does the shuttle leave from?	どこからシャトルバスは出ますか。
Right outside this exit door here.	この出口を出たところです。
These are the tickets for the shuttle to the hotel, and these are your return tickets.	これらがホテルへのシャトルバスの切符で、これらが帰りの切符です。
A: We're going to the Rayford Inn.	A: 私たちはレイフォードインに行きます。
Does the shuttle stop there?	シャトルバスはそこに止まりますか。
B: Yes, it does.	B: はい、止まります。
A: How much does it cost?	A: いくらですか。
B: It's $10 one way or $18 round trip.	B: 片道１０ドルで、往復１８ドルです。
A: Two round trip tickets, please.	A: 往復２枚お願いします。
Taking the Airport Bus	D. 空港バスに乗る
Is this the shuttle that stops at the Holt House?	これはホルトハウスに止まるシャトルバスですか。
No, that's at the next stop.	いいえ、それは次の乗り場です。
Do you see the sign that says B?	Ｂと書かれた標識が見えますか。
How many pieces of luggage do you have?	荷物はいくつですか。
These two big pieces and this shoulder bag.	この大きいのが二つと、このショルダーバッグです。
