THE DEAD	死者たち
"But I've a nice partner for you, Mr. Bartell D'Arcy, the tenor.	「でもあなたには素敵なパートナー、テノールのミスター・バーテル・ダーシーがいてよ。
I'll get him to sing later on.	私、彼に後で歌っていただくの。
All Dublin is raving about him."	ダブリン中が彼に夢中になってるわ。」
"Lovely voice, lovely voice!"	「すばらしい声、すばらしい声よ！」
said Aunt Kate.	とケイト叔母が言った。
As the piano had twice begun the prelude to the first figure Mary Jane led her recruits quickly from the room.	ピアノが最初のフィギュアのプレリュードを二度も始めていたので、メアリー・ジェーンは急いで補充メンバーを部屋から導いた。
They had hardly gone when Aunt Julia wandered slowly into the room, looking behind her at something.	彼らが出て行くとすぐにジュリア叔母が背後の何かを見ながらゆっくりと部屋にさまよいこんできた。
"What is the matter, Julia?"	「どうしたの、ジュリア？」
asked Aunt Kate anxiously.	ケイト叔母が心配そうに尋ねた、
"Who is it?"	「誰なの？」
Julia, who was carrying in a column of table-napkins, turned to her sister and said, simply, as if the question had surprised her:	円柱状のテーブルナプキンを持って入ってきたジュリアは、姉の方を向き、簡単に、その質問に驚いたかのように言った。
"It's only Freddy, Kate, and Gabriel with him."	「いえただフレディよ、ケイト、それとゲイブリエルも一緒。」
In fact right behind her Gabriel could be seen piloting Freddy Malins across the landing.	事実、彼女のすぐ後ろにゲイブリエルが見え、フレディ・マリンズを先導して階段の踊り場を横切っていた。
The latter, a young man of about forty, was of Gabriel's size and build, with very round shoulders.	後者は四十くらいの若い、ゲイブリエルと同じ背格好、体格で、かなり猫背の男だった。
His face was fleshy and pallid, touched with colour only at the thick hanging lobes of his ears and at the wide wings of his nose.	彼の顔は肉付きがよくて青白く、厚く垂れ下がった耳たぶと広がった小鼻だけが色に染まっていた。
He had coarse features, a blunt nose, a convex and receding brow, tumid and protruded lips.	彼は下品な顔立ち、だんご鼻、出っ張って髪の後退した額、腫れて突き出た唇をしていた。
His heavy-lidded eyes and the disorder of his scanty hair made him look sleepy.	重くまぶたの垂れた目や乏しい髪の乱れは彼を眠そうに見せていた。
He was laughing heartily in a high key at a story which he had been telling Gabriel on the stairs and at the same time rubbing the knuckles of his left fist backwards and forwards into his left eye.	彼は階段上でゲイブリエルにしていた自分の話に高調子に思い切り笑いながら、同時に左のこぶしの指のつけ根の関節で左の目を前に後にこすっていた。
"Good-evening, Freddy,"	「今晩は、フレディ」
said Aunt Julia.	とジュリア叔母が言った。
Freddy Malins bade the Misses Morkan good-evening in what seemed an offhand fashion by reason of the habitual catch in his voice and then, seeing that Mr. Browne was grinning at him from the sideboard, crossed the room on rather shaky legs and began to repeat in an undertone the story he had just told to Gabriel.	フレディ・マリンズはモーカン姉妹に、彼の声にいつもある引っかかりのためにぞんざいに思えるやり方で挨拶をし、それからブラウン氏が食器棚のところから彼に笑いかけているのを見てややふらつく足取りで部屋を横切り、今ゲイブリエルにしたばかりの話を小声で繰り返し始めた。
"He's not so bad, is he?"	「彼、そう悪くないわよね？」
said Aunt Kate to Gabriel.	とケイト叔母がゲイブリエルに言った。
Gabriel's brows were dark but he raised them quickly and answered:	眉を曇らせていたゲイブリエルだが、急いでそれを上げて答えた。
"O, no, hardly noticeable."	「おお、ええ、ほとんどわからない。」
"Now, isn't he a terrible fellow!"	「まあ、ひどい人じゃない！」
she said.	と彼女は言った。
"And his poor mother made him take the pledge on New Year's Eve.	「それに気の毒に彼のお母さん、大晦日に彼に禁酒の誓いをさせたのよ。
But come on, Gabriel, into the drawing-room."	でも行きましょう、ゲイブリエル、客間へ。」
Before leaving the room with Gabriel she signalled to Mr. Browne by frowning and shaking her forefinger in warning to and fro.	ゲイブリエルと一緒に部屋を出ていく前に、彼女はブラウン氏への合図として眉をひそめ、人差し指を警告として前後に振った。
Mr. Browne nodded in answer and, when she had gone, said to Freddy Malins:	ブラウン氏は応えてうなずき、そして彼女が行ってしまうとフレディ・マリンズに言った。
"Now, then, Teddy, I'm going to fill you out a good glass of lemonade just to buck you up."	「さあ、それじゃあ、テディ、ちょっと君を元気づけるためにグラスになみなみとレモネードを満たすとしよう。」
Freddy Malins, who was nearing the climax of his story, waved the offer aside impatiently but Mr. Browne, having first called Freddy Malins' attention to a disarray in his dress, filled out and handed him a full glass of lemonade.	話がクライマックスに近づいていたフレディ・マリンズは気短に申し出を退けたが、ブラウン氏はまず服装の乱れにフレディ・マリンズの注意を向けさせ、レモネードをグラスになみなみとついで彼に手渡した。
Freddy Malins' left hand accepted the glass mechanically, his right hand being engaged in the mechanical readjustment of his dress.	右手が機械的に服を直すことで忙しくしていたフレディ・マリンズの左手はグラスを機械的に受け取った。
Mr. Browne, whose face was once more wrinkling with mirth, poured out for himself a glass of whisky while Freddy Malins exploded, before he had well reached the climax of his story, in a kink of high-pitched bronchitic laughter and, setting down his untasted and overflowing glass, began to rub the knuckles of his left fist backwards and forwards into his left eye, repeating words of his last phrase as well as his fit of laughter would allow him.	もう一度顔に陽気なしわを寄せたブラウン氏は自分のグラスにウィスキーを注いだが、フレディ・マリンズの方は首尾よく話のクライマックスに達する前に、せきこんで痙攣するような高い笑い声を爆発させ、好みでないあふれんばかりのグラスを下に置くと、左のこぶしの指関節で左の目を前に後にこすり始め、笑いの発作の許すだけ最後の一節の言葉を繰り返していた。
